year,month,cpi,gdp,federal fund rate,10yr,sp500,crude oil,UNRATE,industrial production,dollar index,home price,gold,vix
2009,2,0.00364266065219,-0.082,0.424740194433,0.160053319146,-0.0697202399779,-0.0635700489558,0.0641025641026,-0.0065,0.0246940893525,-0.011648925487,0.0914914488804,0.0198627289081
2009,3,-0.000987282856538,-0.054,-0.183101604278,-0.0182129058914,-0.0597353643522,0.224242261741,0.0481927710843,-0.016,0.00447184757893,-0.00745106008264,-0.0156740943713,-0.0170081812294
2009,4,0.00100708251959,-0.054,-0.161691542286,0.0337861841331,0.120224359241,0.0392766170551,0.0344827586207,-0.009,-0.0247777213116,0.00293455265133,-0.0390290403283,-0.150275180596
2009,5,0.00147149391892,-0.054,0.139169139465,0.137697521653,0.0639703748036,0.185446736706,0.0444444444444,-0.0107,-0.0292574006552,0.00836962438759,0.0444810711792,-0.159884404634
2009,6,0.00829961224662,-0.005,0.190414170355,0.123003576782,0.0262702534384,0.177039553228,0.0106382978723,-0.0043,-0.0122213154885,0.0109319117349,0.016326311264,-0.0887343002846
2009,7,-0.00029796545463,-0.005,-0.244410617448,-0.045671530692,0.0104807325613,-0.0775125546211,0.0,0.0105,-0.00340324718372,0.00634136572992,-0.0111271683605,-0.102185340594
2009,8,0.00334845337779,-0.005,0.0224244822579,0.011888891095,0.0789716938892,0.106471470486,0.0105263157895,0.0111,-0.0122881094562,-0.000530644733351,0.0156844430056,-0.0315557474951
2009,9,0.0019308872334,0.013,-0.0890207715152,-0.0506219089713,0.034492190708,-0.0234820036016,0.0208333333333,0.0075,-0.00713935137464,-0.0069020440669,0.0507407813595,-0.0162005713397
2009,10,0.0030019317987,0.013,-0.195439739411,-0.00864593464054,0.022125511206,0.0914886337925,0.0204081632653,0.0032,-0.0145762883585,-0.00695001336541,0.0471674393313,-0.0270551192591
2009,11,0.00334859058977,0.013,0.0202429149802,0.00572696998637,0.0191121650538,0.0306153034559,-0.01,0.0041,-0.00506218457312,-0.00437415881561,0.083154905885,-0.0193290225857
2009,12,0.000520176399643,0.039,-0.0113636363667,0.0606159656917,0.0205030446323,-0.0453236698676,0.0,0.0027,0.0049760805643,-0.00858398107469,-0.00457453048587,-0.106963001472
2010,1,0.000648732211625,0.039,-0.0151240169372,0.0343379323632,0.0118913153207,0.0509287897393,-0.010101010101,0.0115,0.00248516194174,-0.0114535042269,-0.00848168214877,-0.0280791112539
2010,2,-0.000951776649746,0.039,0.0810810810852,-0.00930162734187,-0.0306355849854,-0.0248716141376,0.0,0.0037,0.0150149009041,-0.0133793103448,-0.0171660781576,0.0918872061618
2010,3,0.000331368136192,0.017,0.280434782607,0.0109290457522,0.0577405483584,0.0632727523069,0.0102040816327,0.007,-0.00860255013492,0.00377464001118,0.0151199929871,-0.211739516224
2010,4,0.000230040533142,0.017,0.222507331375,0.0277078036086,0.0392930394357,0.0404138036068,0.0,0.0042,-0.00497576417201,0.0124651810585,0.0315108558378,-0.0193109716628
2010,5,-0.000519772036264,0.017,0.0241379310359,-0.110245899201,-0.060345538676,-0.123650117111,-0.030303030303,0.015,0.0279491128841,0.0112112249811,0.0494675600409,0.832471099449
2010,6,-0.000418795158544,0.039,-0.1290684624,-0.0622813399376,-0.0370668774785,0.0173649334435,-0.0208333333333,0.0019,0.00518666196023,0.00455720310162,0.0227155135641,-0.0630494171096
2010,7,0.00186925354168,0.039,0.0314187530675,-0.0636753636083,-0.00328383249769,0.0129741739374,0.0,0.0046,-0.0151809808922,-0.00101564086939,-0.0332456399457,-0.145442995482
2010,8,0.0014613634797,0.039,0.0420038077068,-0.101730490663,0.00692620514232,0.00371760169129,0.0106382978723,0.0042,-0.00815442413465,-0.00772671817812,0.0208850573136,-0.0320485575471
2010,9,0.00161524942296,0.027,0.0224962886883,-0.0159343836451,0.0320060695394,-0.01458579839,0.0,0.0028,-0.0094704709412,-0.0123633879781,0.0447202854723,-0.0900468047108
2010,10,0.00348184629481,0.027,-0.0170761670786,-0.0490042926029,0.0441161242776,0.085060383733,-0.0105263157895,-0.0024,-0.0262651254447,-0.0101666781935,0.0569576949001,-0.0952270179972
2010,11,0.00253384162348,0.027,0.0236220472441,0.0941679915424,0.0233058545945,0.0285453711072,0.0425531914894,0.0004,0.0030274691697,-0.00908328675238,0.0201436194016,-0.0136265893783
2010,12,0.00401657634683,0.025,-0.0590858416923,0.19452199228,0.0355636746701,0.0583340307472,-0.0510204081633,0.0087,0.00639646288846,-0.00839091806515,0.0152050673911,-0.125706844518
2011,1,0.00324304220037,0.025,-0.0571090047416,0.0248503788629,0.0330988344213,0.00386984050959,-0.0215053763441,-0.001,-0.0114295985345,-0.0113062646661,-0.0228396051889,-0.0144594209997
2011,2,0.00321447463006,0.025,-0.0873136598728,0.0601063694096,0.0300162478087,0.00183814078936,-0.010989010989,-0.0044,-0.00769028141752,-0.0093498273878,0.0105340475859,0.0066125725506
2011,3,0.00517354820683,-0.015,-0.124347826088,-0.0453158982351,-0.0125891927179,0.147511484595,0.0,0.0096,-0.00954748451215,0.000363002758821,0.0346223347875,0.18895457607
2011,4,0.0046940989751,-0.015,-0.307726864329,0.0081704577853,0.020712304493,0.0685289014028,0.0111111111111,-0.0038,-0.0165611738412,0.00987009216924,0.0438944850531,-0.216154749917
2011,5,0.00318171473451,-0.015,-0.024875621891,-0.0804450707588,0.00511111575999,-0.0788981432226,-0.010989010989,0.0022,-0.000322714080286,0.0109953287819,0.0183453543119,0.0410876983132
2011,6,0.0,0.029,-0.0259740259736,-0.0527053348352,-0.0381240681723,-0.0500019433359,0.0111111111111,0.0024,-0.000337136041742,0.00888541370486,0.0105507421286,0.132558478862
2011,7,0.00262003683176,0.029,-0.252,-0.000588195477388,0.0294385132981,0.0109240682611,-0.010989010989,0.0043,-0.00679887964071,0.00281829070669,0.0300572654104,0.00388020029807
2011,8,0.00315446216642,0.029,0.438618925831,-0.233057986298,-0.105554243828,-0.113001581405,0.0,0.0059,0.00564764958969,-0.0039345183728,0.120304194566,0.821824492773
2011,9,0.00217154785808,0.008,-0.14328042328,-0.143453526065,-0.0096402177186,-0.00846493171635,0.0,-0.0008,0.0291948419349,-0.0113564223743,0.0045772601525,0.0428463266593
2011,10,0.000675207527019,0.008,-0.140909090909,0.0847732062842,0.0283991293035,0.00955607099755,-0.0222222222222,0.0071,0.0101908354255,-0.0125570776256,-0.0568928841418,-0.101312684944
2011,11,0.00184785005513,0.008,0.138888888889,-0.0602446382962,0.0159027814416,0.124204541072,-0.0227272727273,-0.0013,0.00640205198505,-0.0126445086705,0.0408744212974,-0.0270231067132
