year,month,LPX,MTH,DHI,FINL,STC,RNR,FBC,RWT,CLI,HELE,TAP,UVV,MD,BMY,EIX,NEE,T,PXD,DVN,CLGX,CAL,FCN,DLX,INGR,CMTL,ORCL
2000,1,10.599,2.5469,2.5095,2.3843,10.7655,9.7189,244.5439,2.1747,8.7853,8.0,17.043,9.9339,2.2813,31.9806,18.2732,11.1905,17.9732,8.244,14.8677,5.5273,3.2766,2.7222,10.4586,8.684,5.446,22.486
2000,2,9.8398,2.8281,2.4369,2.488,11.1737,9.5502,223.8935,2.0986,8.2025,7.0,15.478,7.9593,1.9688,27.6361,16.4694,10.3827,15.8248,8.003,15.7671,5.4109,3.3161,3.2222,9.3055,8.896,7.3155,33.4231
2000,3,11.5578,2.5,2.8295,4.043,12.9084,10.3066,226.0672,2.6404,8.8069,6.875,16.933,7.3213,1.8125,27.5757,10.3914,12.382,17.6588,10.109,20.5788,6.5163,3.8225,3.0,10.5214,9.125,5.9947,35.1393
2000,4,11.1413,2.75,2.8025,4.3799,11.6329,9.2665,236.5909,2.6182,9.1003,6.625,17.991,9.3481,2.0625,25.4069,12.1656,12.1636,18.4673,9.929,20.3934,7.2176,3.2651,3.6111,10.0003,9.101,3.9219,35.9833
2000,5,9.4591,2.7656,2.838,2.9027,10.3063,11.0219,164.2992,2.4176,9.542,6.5625,19.904,11.484,1.7813,26.6788,13.6414,13.508,18.4146,14.382,25.3461,7.7727,3.8026,4.1667,9.9447,9.314,4.1048,32.354
2000,6,9.1438,2.6719,2.9467,3.3951,11.939,11.0855,142.3927,2.569,9.0782,5.5938,21.414,10.4547,2.9102,28.2232,13.2593,13.457,18.5464,12.291,23.7506,6.7174,4.1761,4.6667,9.4915,10.094,5.3647,37.8401
2000,7,8.1454,3.25,3.3676,3.3432,10.8165,11.849,204.3939,2.6149,9.4687,5.875,22.293,11.1413,3.8438,25.1198,12.7337,13.1172,18.0405,10.35,19.4034,7.304,4.5575,4.5833,8.6607,9.517,4.6738,33.8451
2000,8,9.0103,3.9063,4.2728,3.2914,10.9696,12.2739,207.7084,2.9016,9.4687,5.625,21.141,12.993,3.3281,25.7984,13.3932,14.6558,17.7044,13.359,24.8457,7.744,3.4533,4.1944,9.0038,9.565,5.7711,40.9348
2000,9,7.8228,4.5625,4.0789,3.0322,12.5512,16.3919,216.5471,2.8751,10.1918,7.125,22.428,14.7505,3.2188,27.9785,12.5038,18.0592,21.14,13.659,25.5322,9.8251,2.9813,3.5,8.3132,8.701,4.7957,35.4487
2000,10,7.2375,5.75,4.4009,3.1618,12.8574,18.6031,229.8051,2.9929,10.0246,5.75,22.605,14.2196,3.9844,29.78,15.6614,18.1224,24.5722,12.576,21.3936,9.8545,3.1842,3.0556,9.2341,9.609,5.0396,29.7094
2000,11,6.1288,6.2031,4.4157,3.3692,12.2961,18.6869,239.3157,3.1814,9.7936,4.25,26.685,16.0606,4.375,33.8728,15.0465,18.3387,23.4008,13.96,20.9054,10.237,3.4681,3.1111,9.7047,9.274,3.292,23.8576
2000,12,8.7865,9.3125,5.8133,2.4491,18.1126,20.1851,445.2385,3.4305,10.5558,4.875,28.575,17.7745,6.0156,36.133,10.2496,19.8612,20.3393,18.955,25.904,15.5028,4.2538,4.5556,10.5196,11.158,5.0599,26.1645
2001,1,9.676,9.115,5.5974,2.8508,16.335,19.3699,389.1782,3.6721,10.3698,5.75,24.746,16.1488,5.75,30.3622,8.7507,16.055,20.6999,16.849,23.2826,13.9348,5.3532,4.9067,10.9288,9.79,5.8118,26.2208
2001,2,9.2987,7.94,5.4353,2.8767,14.939,19.2566,405.9532,3.7069,10.1206,6.5,23.886,19.358,5.6375,31.1079,9.7741,18.1642,20.4216,16.223,24.2173,14.3356,5.6771,5.1111,12.8851,9.751,4.5722,17.1054
2001,3,8.4462,7.38,5.5966,2.6953,13.7145,18.1326,447.3313,3.9033,10.1961,5.625,23.347,20.2142,5.55,29.1407,8.2915,17.117,19.1073,15.116,24.7465,12.2898,6.201,5.7733,12.5252,9.889,4.2268,13.4863
2001,4,10.7665,10.2,6.4089,3.2966,13.7962,16.5501,406.015,4.25,10.3468,6.16,18.552,20.0046,6.685,27.6095,6.4614,16.7261,17.7626,18.399,25.0909,9.43,6.4904,6.8667,13.7529,9.442,4.2072,14.5486
2001,5,10.3679,10.675,5.4687,4.184,14.0003,17.8884,434.2455,4.7058,10.6173,9.13,18.592,20.5836,6.8275,26.7418,7.1042,16.4241,18.5377,20.315,24.7507,9.6806,6.5956,8.4889,14.8581,11.041,4.4706,13.7744
2001,6,10.3502,11.5,6.0203,5.1792,15.9105,19.2955,375.8067,4.6159,11.0036,8.84,17.976,20.5009,8.3,25.7853,7.3141,16.9767,17.2502,16.415,22.3422,8.9526,5.9675,9.6889,15.4962,12.375,4.5519,17.1054
2001,7,9.3708,14.435,7.3066,4.4535,16.1227,18.8656,608.4198,4.7133,10.9365,13.95,18.015,20.5299,8.2125,29.3083,9.2099,15.2258,19.5114,16.358,23.0699,8.4213,5.0319,9.5067,16.9118,11.485,4.7307,16.2772
2001,8,9.4121,12.375,6.7066,4.043,14.286,18.6983,594.3585,4.749,11.4103,12.17,16.659,22.1143,9.3375,29.2312,8.9278,15.48,17.7262,16.849,19.6909,8.6822,4.9922,11.1333,17.7966,12.761,5.1696,10.9925
2001,9,5.7607,9.25,5.5428,4.4991,15.9187,23.3002,624.6443,5.0433,12.2394,10.45,16.192,17.3923,10.1975,28.9292,8.6327,15.2522,20.417,13.7,14.6563,9.643,3.7837,13.0667,18.7293,11.147,4.7892,11.3256
2001,10,6.3811,11.025,5.9513,4.2089,15.5921,25.284,677.374,5.1793,12.4892,10.05,17.901,17.021,7.26,27.9632,9.3214,15.124,16.606,16.377,16.318,7.9287,3.667,13.1778,18.9788,11.678,4.3893,12.2079
2001,11,6.8065,11.1725,7.4611,5.3409,16.5636,26.0084,596.0288,5.2505,11.8043,10.7,20.595,19.2842,8.7875,28.1253,9.9052,15.9401,16.2879,16.127,14.6521,8.5001,4.9004,14.5244,21.6369,12.629,3.9114,12.631
2001,12,7.48,12.825,8.6434,6.3402,16.1227,25.1108,545.8626,5.2268,12.4973,12.41,19.284,19.1631,8.48,26.6814,9.9052,16.2278,17.0679,18.543,16.4912,8.9584,5.4501,14.5778,22.7647,13.715,4.0317,12.4329
2002,1,7.6573,14.3375,9.9695,6.1785,16.2452,25.5978,534.7446,5.436,12.9536,14.9,19.02,19.4298,8.35,23.867,10.1348,15.4251,16.4239,16.772,15.881,8.8341,5.3495,19.96,25.1901,11.155,3.6253,15.5389
2002,2,8.9423,15.6775,10.6416,6.7217,13.8778,28.6261,642.1348,5.5913,12.9289,12.3,21.928,19.5042,9.6625,24.7245,10.3644,15.4506,16.5949,19.082,18.6374,9.4603,5.8059,21.5067,26.157,11.964,3.1343,14.9627
2002,3,9.5184,15.975,10.0548,7.6506,16.3268,27.2176,633.4279,6.0095,14.2567,14.2,24.45,20.9064,10.19,21.2999,10.9876,17.3241,16.4195,21.46,20.618,10.21,6.5648,20.6533,25.5279,12.567,3.4367,11.5236
2002,4,10.3692,22.4,10.3215,8.4053,15.4289,30.9699,807.7495,6.367,13.7293,13.81,24.225,22.7742,11.7475,15.2621,11.906,18.4704,13.7207,23.097,21.0622,10.6035,6.8651,23.88,24.2145,12.918,3.5017,9.0389
2002,5,9.35,21.2,9.8322,6.4481,16.2044,29.4432,773.6385,6.5104,14.5791,13.1892,24.259,21.7509,9.5125,16.4915,12.2405,18.3249,15.1476,23.232,22.318,10.6515,8.1308,20.3933,25.1672,13.231,3.1993,7.1303
2002,6,9.3855,22.825,10.4377,7.4308,16.7758,29.1249,945.5581,7.1266,14.713,11.64,22.645,19.6615,6.25,13.6193,11.1516,17.6225,13.4734,25.081,21.0718,11.077,9.5198,23.34,21.6346,12.185,2.2434,8.5257
2002,7,7.0192,16.39,8.9019,5.4529,14.8166,31.0347,832.5932,6.3574,13.3325,12.75,21.958,18.9155,7.45,12.5526,8.5933,16.6413,12.3238,23.309,17.8221,9.1746,7.3889,26.8333,21.6346,10.748,3.0335,9.011
2002,8,6.8685,17.96,8.3497,3.6905,14.6125,27.8836,942.2098,6.751,14.2954,11.96,21.9,20.7378,8.3975,13.367,7.8586,16.937,11.0228,23.964,20.0969,10.3401,6.8807,24.28,25.4973,10.963,2.6661,8.6337
2002,9,5.7341,17.725,7.489,3.7403,17.4289,30.1926,849.8363,6.3537,13.6904,11.4,20.533,18.9642,7.7475,12.7508,6.5598,15.9637,8.9554,23.347,20.6526,9.8785,6.0946,26.5067,25.2729,11.298,2.2922,7.0762
2002,10,5.9734,20.0,7.7751,3.7278,16.9391,32.7572,790.3067,6.2329,12.556,9.65,24.975,19.2429,10.0,13.3375,6.5926,17.5007,11.5814,23.944,21.6156,9.8882,6.5883,27.7333,25.9235,11.581,2.406,9.1739
2002,11,7.9409,16.55,7.7105,4.412,16.8983,32.671,751.9134,6.3189,13.0385,10.16,23.729,19.3413,10.155,14.3618,7.2748,17.6187,12.8632,23.742,19.5996,9.9075,8.2056,27.34,24.5448,11.66,3.0595,10.9385
2002,12,7.1432,16.825,7.0004,4.3747,17.4615,31.749,894.3091,6.6171,13.1688,11.64,22.408,20.1936,10.015,12.6992,7.7733,18.0172,12.2358,24.31,19.6669,10.7823,8.1476,26.7667,23.8096,11.88,3.5111,9.7231
2003,1,6.4697,16.445,7.7343,4.8599,17.9758,31.4845,955.5858,6.7365,12.6495,12.92,22.024,20.3705,9.1875,12.9406,8.0882,17.4958,11.13,23.376,19.4098,11.0591,8.9648,27.4333,22.7577,11.809,3.6578,10.8304
2003,2,7.7193,15.8,7.4144,5.1501,18.7759,29.8534,1004.0275,7.3505,12.8271,13.09,17.673,21.0213,7.0625,12.7815,8.1079,16.9572,9.4723,25.177,20.6524,11.2194,9.2793,28.6667,23.0093,11.849,3.6903,10.7674
2003,3,7.028,16.765,7.7748,6.22,18.9473,32.2445,1096.0178,7.9195,13.7458,13.1,17.82,20.8283,6.285,11.5911,8.9803,17.8412,9.1353,24.166,20.6822,11.9021,9.2901,30.8133,22.9123,11.538,4.2268,9.7672
2003,4,7.161,19.075,9.597,6.9954,21.78,35.6582,1375.7372,8.0998,14.2986,14.15,19.668,21.7415,7.9675,14.1922,9.5707,18.4285,10.8017,23.03,20.2869,12.9265,10.0314,30.1667,25.1276,11.822,4.7177,10.6954
2003,5,8.5435,23.59,10.6764,8.1192,22.8167,36.1143,1645.897,8.9089,15.5717,15.06,20.317,23.3172,9.39,14.2255,10.6793,20.124,11.7728,25.745,22.3263,13.2094,9.7643,24.4733,27.0417,12.242,6.9257,11.7127
2003,6,9.607,24.63,11.4114,9.2968,22.7351,36.7768,2042.0339,9.8842,16.4823,15.16,18.067,23.551,8.9125,15.0868,10.7777,20.4196,11.8144,25.129,22.9274,12.9023,10.2637,24.97,25.7924,11.921,9.1656,10.8124
2003,7,10.768,22.19,11.4317,9.3839,23.6657,34.4096,1654.5068,10.1046,16.9756,18.3,18.952,23.9232,10.1825,14.7106,10.7646,18.8374,10.9604,23.107,20.3384,11.83,10.274,22.0,25.5621,12.425,8.8128,10.7944
2003,8,11.6543,22.48,12.6708,11.2416,23.8862,33.7713,1631.1216,10.699,16.9664,21.699,20.423,23.5246,11.18,14.2446,12.3717,19.0772,10.5381,24.416,22.219,11.8398,10.677,25.0,24.798,12.516,11.856,11.5507
2003,9,12.2126,23.625,13.3141,10.9057,23.0535,36.9955,1931.4247,10.6663,18.0729,24.33,19.908,23.6537,11.5125,14.4074,12.5292,19.4905,10.4396,24.512,20.7111,12.2677,10.9519,17.35,23.3113,12.683,11.6561,10.1282
2003,10,16.8566,29.55,16.2356,12.6971,25.429,36.4685,1876.7221,12.4776,17.6606,22.44,20.756,24.672,13.3625,14.4017,12.9293,19.657,11.4417,25.466,20.8443,14.1153,11.9538,19.9,23.4449,13.495,14.3628,10.7764
2003,11,16.0324,31.575,17.8265,12.6763,31.5353,38.8846,1862.4152,14.5683,18.6961,22.65,20.484,24.1851,13.415,14.9581,13.395,19.7843,11.1077,27.305,21.2139,14.5833,12.0678,21.97,24.1422,13.801,16.26,10.8214
2003,12,15.8463,33.155,17.647,12.4275,33.4932,39.8902,1815.6009,14.154,19.5021,23.14,20.852,25.006,13.7725,16.3994,14.3856,20.3665,12.4389,30.742,24.6322,14.7409,13.1427,23.37,24.2183,13.764,14.041,11.9108
2004,1,18.8507,32.45,17.2417,14.0986,38.6142,41.9315,1964.7819,15.3175,19.3022,28.72,21.016,27.904,14.7,16.084,14.5643,20.4693,12.3088,30.732,24.2881,14.8845,12.817,15.0,23.6675,14.052,15.6748,12.478
2004,2,21.9647,37.04,19.5058,14.3516,30.148,43.0619,2191.0963,16.9096,20.249,29.13,25.272,28.789,15.5625,15.9521,15.2859,20.6305,11.5896,30.925,24.4257,15.1271,13.6486,16.42,23.2908,15.143,13.8117,11.5867
2004,3,22.9151,37.125,21.7393,15.268,32.4607,42.4368,2194.501,17.6492,21.3671,31.01,25.894,29.0174,15.75,14.0562,16.2174,21.0076,11.8454,31.197,25.0598,15.1384,12.6579,16.66,23.7166,16.031,11.3147,10.8034
2004,4,20.9522,33.925,17.6712,13.8872,29.322,42.9999,1747.9008,12.3349,18.0231,33.22,24.5,28.9011,17.875,14.5609,15.6232,19.9925,12.1692,31.593,26.3742,13.4962,12.71,16.45,24.4322,17.033,7.891,10.1282
2004,5,20.5874,34.095,17.7819,13.8042,28.207,43.2917,1844.5786,14.1546,19.2825,33.43,24.106,27.0718,16.525,14.6595,16.1173,20.0334,11.5828,29.893,25.5812,12.9189,14.3604,16.75,25.5478,17.386,8.6714,10.2633
2004,6,21.0776,34.4,17.4743,12.5105,27.8931,44.1927,1721.937,16.003,19.9677,36.87,27.057,29.3038,17.4625,14.3761,17.2066,20.2916,11.8516,33.882,28.4898,12.9623,14.2561,16.5,25.9535,18.705,11.0026,10.7404
2004,7,21.1043,30.95,17.0005,11.8055,29.2807,43.4145,1703.7475,16.3163,20.0412,31.36,25.718,27.9675,15.81,13.4372,18.0343,21.3641,12.5468,34.819,29.9963,13.448,11.2259,17.26,26.2817,17.327,9.7053,9.462
2004,8,22.0867,33.405,19.0913,12.0505,30.181,39.5689,1870.0513,16.9744,22.1777,27.0,25.695,26.1698,17.525,13.9243,18.0881,22.1776,12.7696,32.308,27.9761,14.5044,9.237,17.88,25.7089,18.545,8.8323,8.9758
2004,9,23.2045,39.3,20.4303,12.8439,32.5433,42.414,1864.3863,18.1381,21.7072,27.22,25.482,25.8857,13.7125,14.0541,17.9744,21.8956,12.8488,33.402,30.697,15.5112,8.762,18.9,24.6858,18.574,13.2167,10.1552
2004,10,21.9168,44.35,18.5645,14.385,35.0378,38.4999,1830.2176,17.4814,21.9558,26.55,25.024,26.779,14.0625,13.9116,20.6798,22.0815,12.6525,31.387,31.9766,15.6924,9.5452,18.76,22.9226,19.823,13.3679,11.3976
2004,11,21.9688,46.8,21.7885,15.3067,36.0537,41.4026,1909.0685,18.5607,21.742,28.14,28.18,28.4753,15.575,13.9531,21.629,22.751,12.6074,34.099,35.8111,16.5778,9.9717,20.17,24.0164,21.926,15.3529,11.4696
2004,12,24.0068,56.35,24.9445,15.2235,34.7587,42.9874,2002.9197,20.006,22.8803,33.61,28.47,27.9839,16.0125,15.2119,21.8879,24.1808,12.908,34.003,33.6938,17.7558,10.4657,21.07,22.6741,21.636,18.3425,12.3519
2005,1,22.9833,64.65,24.6732,16.8873,33.6404,41.4438,1862.8926,18.2564,21.1568,31.96,28.067,27.8853,16.6975,14.0742,22.1885,24.7922,12.054,37.19,35.2088,18.6856,10.1605,19.37,23.245,23.72,16.0162,12.3969
2005,2,23.6762,73.23,27.1418,17.0413,33.3734,39.306,1821.2389,18.3466,22.2756,28.33,26.284,29.62,17.1325,15.0289,22.1954,25.6689,12.2062,40.851,40.507,18.4683,11.7182,19.0,23.9593,22.597,17.5378,11.6587
2005,3,22.6578,58.92,24.1811,19.2819,31.3121,38.7054,1753.9938,16.719,21.3432,27.38,29.172,27.0062,17.1475,15.4597,23.9002,26.2074,12.0185,41.484,41.4055,16.7387,12.0573,20.64,24.4625,21.055,25.4093,11.2356
2005,4,22.1711,63.29,25.2231,15.009,30.0603,37.1058,1708.2374,16.3727,22.5045,27.94,23.343,27.1856,17.0225,15.7876,24.9878,26.6447,12.2374,39.484,39.1683,18.192,10.8716,22.08,24.5055,17.839,25.6849,10.4073
2005,5,22.8131,72.72,28.6735,16.612,32.7558,39.0369,1772.8346,16.8987,22.5557,22.93,22.223,26.4412,18.4075,15.399,25.2976,26.5337,12.0214,38.969,39.8013,19.6657,12.3493,21.99,25.048,17.896,26.4603,11.5236
2005,6,22.2695,79.5,31.1949,15.778,35.0508,40.9845,1719.4504,17.0866,23.1747,25.46,23.565,26.072,18.385,15.3381,28.0889,27.696,12.2117,40.863,44.0156,20.4887,13.8114,20.9,25.1658,19.305,23.8706,11.8838
2005,7,24.2989,92.95,34.0731,15.0859,39.2736,37.4054,1674.0344,17.9807,24.8556,23.44,23.831,28.6752,19.605,15.3381,28.3175,28.394,12.7421,42.077,48.7141,22.4335,13.9173,24.1,24.7939,19.557,25.8604,12.2169
2005,8,23.0294,78.29,30.689,12.0439,40.1165,37.7134,1566.8526,16.6595,22.853,22.76,24.491,25.0202,18.5325,15.025,31.1922,28.6082,12.5493,47.971,52.7787,21.2391,12.6296,24.9,24.8891,18.298,25.6775,11.6947
2005,9,25.2148,76.66,30.1071,12.1859,42.7286,36.5638,1483.701,16.3229,23.3148,20.64,24.452,23.343,19.205,14.7732,32.9306,31.6025,12.4919,53.45,59.6846,23.4071,11.6755,25.26,25.1522,16.447,30.3375,11.1635
2005,10,22.7016,62.27,25.5835,13.0629,42.5033,31.6474,1236.7247,15.6312,22.4413,17.95,23.57,22.7516,19.265,13.1531,30.479,28.5883,12.599,48.711,52.5023,22.4589,11.488,27.37,20.8746,19.416,28.0624,11.4156
2005,11,24.6753,66.47,29.5432,14.4375,42.1945,37.5672,1388.781,15.5115,23.2411,18.02,25.561,24.5382,21.14,13.414,31.4262,28.3779,13.1589,49.567,52.3457,24.1144,14.559,28.36,20.5579,18.144,31.8957,11.3436
2005,12,25.1327,62.92,29.7849,14.5714,41.212,37.0553,1340.6708,15.081,22.7307,16.11,25.714,26.3491,22.1425,14.2777,30.5649,27.8223,12.9371,49.898,54.4419,23.3083,15.0461,27.44,19.1062,19.537,22.349,10.9925
2006,1,26.9443,60.5,31.1923,15.0147,45.2595,38.0634,1413.2905,15.8815,23.8787,19.16,23.991,28.9963,21.92,14.3323,30.7121,27.9763,13.8935,51.679,59.3778,24.0904,15.9645,27.05,16.9763,22.302,23.3,11.3166
2006,2,26.1547,58.53,28.5094,14.0224,39.7555,37.4249,1438.4281,15.1541,23.9748,20.01,24.208,24.9583,23.595,14.5272,31.0905,28.07,14.7715,40.964,51.0382,21.6927,16.9148,27.94,15.9441,22.048,22.8976,11.1815
2006,3,25.0231,54.96,27.7655,13.7795,39.8656,36.8238,1420.5375,16.0922,25.6301,21.2,26.473,22.565,25.66,15.4769,29.0474,27.1177,14.4771,43.186,53.3549,20.2442,18.6533,28.53,16.8453,24.249,21.3394,12.3249
2006,4,25.3727,65.58,25.0909,13.8046,36.5802,35.4984,1505.2053,15.7765,24.4668,20.66,28.494,23.6339,25.31,16.1437,28.5043,26.7528,14.2071,41.791,52.4304,22.0225,20.2758,28.74,15.3455,22.961,20.8127,13.1352
2006,5,22.4434,53.59,22.107,10.7432,32.1855,38.031,1518.3759,17.0729,23.2008,19.19,25.117,22.8827,23.095,15.6158,27.679,26.9082,14.1258,39.829,50.0317,21.6969,18.7563,26.39,14.0796,21.879,21.9905,12.8021
2006,6,20.2601,47.25,19.9768,9.929,30.746,41.0895,1515.7326,18.4136,24.8456,18.4,26.319,23.1062,22.65,16.4491,27.6997,28.2127,15.1177,45.294,52.8065,21.9483,18.2149,26.77,11.4524,25.163,21.4126,13.0451
2006,7,18.5024,38.77,17.9724,10.3235,29.1117,43.9299,1382.7736,17.9422,26.5023,17.93,27.703,22.1877,21.2,15.4145,29.3901,29.4126,16.4521,44.26,56.5041,19.2171,17.3063,26.25,11.1379,27.351,20.3079,13.4773
2006,8,18.2359,40.95,18.519,9.3631,28.8831,43.6671,1380.8742,18.3419,29.1575,16.97,27.383,24.267,22.9,13.9869,30.9953,30.5663,17.0775,40.707,54.6247,21.0915,17.0765,22.34,11.9091,28.37,23.9438,14.0985
